first_name,last_name,position,team,season,fantasy_points_ppr,fantasy_adp,age,is_rookie,nfl_draft_round,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,points_per_game
Justin,Jefferson,WR,MIN,2023.0,204.2,1.4,26.0,False,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.0,0.0,68.0,100.0,1074.0,5.0,20.42
Christian,McCaffrey,RB,SF,2023.0,480.3,2.4,29.0,False,1.0,19.0,0.0,0.0,0.0,0.0,0.0,331.0,1727.0,18.0,86.0,108.0,716.0,8.0,25.28
Ja'Marr,Chase,WR,CIN,2023.0,262.72,2.4,25.0,False,1.0,16.0,1.0,1.0,-7.0,0.0,0.0,3.0,-6.0,0.0,100.0,145.0,1216.0,7.0,16.42
Tyreek,Hill,WR,MIA,2023.0,393.6,4.4,31.0,False,5.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,124.0,179.0,1861.0,14.0,23.15
Austin,Ekeler,RB,LAC,2023.0,185.4,5.0,30.0,False,0.0,14.0,0.0,0.0,0.0,0.0,0.0,179.0,628.0,5.0,51.0,74.0,436.0,1.0,13.24
Travis,Kelce,TE,KC,2023.0,305.4,5.9,36.0,False,3.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,125.0,158.0,1339.0,8.0,16.07
Cooper,Kupp,WR,LA,2023.0,172.1,7.0,32.0,False,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,64.0,104.0,764.0,5.0,13.24
Stefon,Diggs,WR,BUF,2023.0,291.8,8.5,31.0,False,5.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,117.0,177.0,1256.0,8.0,15.36
Bijan,Robinson,RB,ATL,2023.0,246.3,8.8,23.0,True,1.0,17.0,0.0,0.0,0.0,0.0,0.0,214.0,976.0,4.0,58.0,86.0,487.0,4.0,14.49
Saquon,Barkley,RB,NYG,2023.0,223.2,9.0,28.0,False,1.0,14.0,0.0,0.0,0.0,0.0,0.0,247.0,962.0,6.0,41.0,60.0,280.0,4.0,15.94
CeeDee,Lamb,WR,DAL,2023.0,425.7,11.0,26.0,False,1.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,118.0,2.0,144.0,198.0,1859.0,12.0,23.65
A.J.,Brown,WR,PHI,2023.0,289.6,12.5,28.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,158.0,1456.0,7.0,17.04
Nick,Chubb,RB,CLE,2023.0,23.1,12.5,29.0,False,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,170.0,0.0,4.0,4.0,21.0,0.0,11.55
Amon-Ra,St. Brown,WR,DET,2023.0,386.5,13.2,26.0,False,4.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,0.0,141.0,198.0,1789.0,11.0,20.34
Tony,Pollard,RB,DAL,2023.0,244.1,15.2,28.0,False,4.0,18.0,0.0,0.0,0.0,0.0,0.0,267.0,1061.0,7.0,62.0,76.0,340.0,0.0,13.56
Davante,Adams,WR,LV,2023.0,265.4,15.6,32.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,175.0,1144.0,8.0,15.61
Garrett,Wilson,WR,NYJ,2023.0,213.2,15.6,25.0,False,1.0,17.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,95.0,168.0,1042.0,3.0,12.54
Derrick,Henry,RB,TEN,2023.0,246.66,17.9,31.0,False,2.0,17.0,2.0,3.0,14.0,2.0,0.0,280.0,1167.0,12.0,28.0,36.0,214.0,0.0,14.51
Patrick,Mahomes,QB,KC,2023.0,358.36,19.6,30.0,False,1.0,20.0,505.0,746.0,5234.0,33.0,15.0,98.0,530.0,0.0,0.0,0.0,0.0,0.0,17.92
Jaylen,Waddle,WR,MIA,2023.0,204.6,19.9,27.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,74.0,109.0,1045.0,4.0,13.64
Chris,Olave,WR,NO,2023.0,231.3,20.4,25.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,138.0,1123.0,5.0,14.46
Josh,Jacobs,RB,LV,2023.0,181.09999,21.9,27.0,False,1.0,13.0,0.0,0.0,0.0,0.0,0.0,233.0,805.0,6.0,37.0,54.0,296.0,0.0,13.93
DeVonta,Smith,WR,PHI,2023.0,250.4,23.3,27.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,124.0,1214.0,7.0,14.73
Rhamondre,Stevenson,RB,NE,2023.0,145.7,23.4,27.0,False,4.0,12.0,0.0,0.0,0.0,0.0,0.0,156.0,619.0,4.0,38.0,51.0,238.0,0.0,12.14
Jonathan,Taylor,RB,IND,2023.0,156.4,25.9,26.0,False,2.0,10.0,0.0,0.0,0.0,0.0,0.0,169.0,741.0,7.0,19.0,23.0,153.0,1.0,15.64
Josh,Allen,QB,BUF,2023.0,458.8,26.6,29.0,False,1.0,19.0,432.0,648.0,4695.0,33.0,18.0,131.0,670.0,18.0,0.0,0.0,0.0,0.0,24.15
Tee,Higgins,WR,CIN,2023.0,137.6,26.6,26.0,False,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,76.0,656.0,5.0,11.47
Jalen,Hurts,QB,PHI,2023.0,371.32,26.9,27.0,False,2.0,18.0,377.0,573.0,4108.0,24.0,15.0,158.0,610.0,15.0,0.0,0.0,0.0,0.0,20.63
Mark,Andrews,TE,BAL,2023.0,138.9,28.9,30.0,False,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,63.0,559.0,6.0,12.63
Keenan,Allen,WR,LAC,2023.0,278.86,29.2,33.0,False,3.0,13.0,1.0,2.0,49.0,1.0,0.0,2.0,6.0,0.0,108.0,150.0,1243.0,7.0,21.45
Calvin,Ridley,WR,JAX,2023.0,229.9,29.2,30.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,76.0,136.0,1016.0,8.0,13.52
Najee,Harris,RB,PIT,2023.0,202.7,30.4,27.0,False,1.0,18.0,0.0,0.0,0.0,0.0,0.0,267.0,1072.0,8.0,31.0,41.0,185.0,0.0,11.26
DK,Metcalf,WR,SEA,2023.0,225.4,30.8,27.0,False,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,119.0,1114.0,8.0,14.09
Joe,Mixon,RB,CIN,2023.0,267.0,31.4,29.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,257.0,1034.0,9.0,52.0,64.0,376.0,3.0,15.71
Travis,Etienne,RB,JAX,2023.0,282.4,34.7,26.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,267.0,1008.0,11.0,58.0,73.0,476.0,1.0,16.61
Amari,Cooper,WR,CLE,2023.0,236.9,35.4,31.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,133.0,1309.0,5.0,14.81
Breece,Hall,RB,NYJ,2023.0,290.5,36.6,24.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,223.0,994.0,5.0,76.0,95.0,591.0,4.0,17.09
Jahmyr,Gibbs,RB,DET,2023.0,292.9,36.7,23.0,True,1.0,18.0,0.0,0.0,0.0,0.0,0.0,211.0,1089.0,13.0,63.0,85.0,410.0,1.0,16.27
Lamar,Jackson,QB,BAL,2023.0,385.88,36.9,28.0,False,1.0,18.0,343.0,516.0,4102.0,27.0,8.0,167.0,975.0,7.0,1.0,1.0,13.0,0.0,21.44
Deebo,Samuel,WR,SF,2023.0,272.8,37.2,29.0,False,2.0,18.0,0.0,1.0,0.0,0.0,0.0,43.0,240.0,5.0,73.0,111.0,1038.0,7.0,15.16
Aaron,Jones,RB,GB,2023.0,183.6,38.9,30.0,False,5.0,13.0,0.0,0.0,0.0,0.0,0.0,181.0,882.0,5.0,34.0,50.0,254.0,1.0,14.12
DeAndre,Hopkins,WR,TEN,2023.0,223.6,41.4,33.0,False,1.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,75.0,137.0,1057.0,7.0,13.15
Joe,Burrow,QB,CIN,2023.0,147.16,43.2,28.0,False,1.0,10.0,244.0,365.0,2309.0,15.0,6.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0,14.72
Drake,London,WR,ATL,2023.0,174.38,44.1,24.0,False,1.0,16.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,69.0,110.0,905.0,2.0,10.9
T.J.,Hockenson,TE,MIN,2023.0,219.0,44.2,28.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,127.0,960.0,5.0,14.6
Jerry,Jeudy,WR,DEN,2023.0,141.8,44.8,26.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,87.0,758.0,2.0,8.86
Kenneth,Walker,RB,SEA,2023.0,199.40001,47.9,31.0,False,2.0,15.0,0.0,0.0,0.0,0.0,0.0,219.0,905.0,8.0,29.0,37.0,259.0,1.0,13.29
Kenneth,Walker,RB,SEA,2023.0,199.40001,47.9,25.0,False,2.0,15.0,0.0,0.0,0.0,0.0,0.0,219.0,905.0,8.0,29.0,37.0,259.0,1.0,13.29
Christian,Watson,WR,GB,2023.0,105.3,48.6,26.0,False,2.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,30.0,56.0,442.0,5.0,9.57
Justin,Fields,QB,CHI,2023.0,230.18,48.8,26.0,False,1.0,13.0,227.0,370.0,2562.0,16.0,9.0,124.0,657.0,4.0,0.0,0.0,0.0,0.0,17.71
Chris,Godwin,WR,TB,2023.0,231.7,49.3,29.0,False,3.0,19.0,0.0,1.0,0.0,0.0,0.0,4.0,38.0,1.0,91.0,143.0,1109.0,3.0,12.19
Terry,McLaurin,WR,WAS,2023.0,203.2,49.7,30.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,132.0,1002.0,4.0,11.95
Justin,Herbert,QB,LAC,2023.0,234.16,50.3,27.0,False,1.0,13.0,297.0,456.0,3134.0,20.0,7.0,52.0,228.0,3.0,1.0,1.0,10.0,0.0,18.01
Miles,Sanders,RB,CAR,2023.0,87.6,52.9,28.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,129.0,432.0,1.0,27.0,41.0,154.0,0.0,5.47
Diontae,Johnson,WR,PIT,2023.0,167.5,53.4,29.0,False,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,94.0,765.0,6.0,11.96
J.K.,Dobbins,RB,BAL,2023.0,11.7,55.1,26.0,False,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.0,2.0,3.0,15.0,0.0,11.7
George,Kittle,TE,SF,2023.0,228.4,55.7,32.0,False,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,73.0,103.0,1132.0,7.0,12.02
Tyler,Lockett,WR,SEA,2023.0,202.4,55.7,33.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,122.0,894.0,5.0,11.91
Alexander,Mattison,RB,MIN,2023.0,133.2,56.9,27.0,False,3.0,16.0,0.0,0.0,0.0,0.0,0.0,180.0,700.0,0.0,30.0,44.0,192.0,3.0,8.32
Brandon,Aiyuk,WR,SF,2023.0,279.1,57.0,27.0,False,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,125.0,1491.0,8.0,14.69
Dameon,Pierce,RB,HOU,2023.0,82.7,57.0,25.0,False,4.0,14.0,0.0,0.0,0.0,0.0,0.0,148.0,416.0,2.0,13.0,17.0,101.0,0.0,5.91
Trevor,Lawrence,QB,JAX,2023.0,262.54,58.4,26.0,False,1.0,16.0,370.0,564.0,4016.0,21.0,14.0,70.0,339.0,4.0,0.0,0.0,0.0,0.0,16.41
Christian,Kirk,WR,JAX,2023.0,150.26,60.3,29.0,False,2.0,12.0,1.0,2.0,-1.0,0.0,0.0,1.0,6.0,0.0,57.0,85.0,787.0,3.0,12.52
Darren,Waller,TE,NYG,2023.0,113.2,60.3,33.0,False,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,74.0,552.0,1.0,9.43
Cam,Akers,RB,MIN,2023.0,46.7,63.1,26.0,False,2.0,7.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0,2.0,11.0,12.0,70.0,0.0,6.67
Mike,Williams,WR,LAC,2023.0,50.2,63.3,31.0,False,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,19.0,26.0,249.0,1.0,16.73
Mike,Williams,WR,LAC,2023.0,50.2,63.3,38.0,False,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,19.0,26.0,249.0,1.0,16.73
Michael,Pittman,WR,IND,2023.0,252.2,63.8,28.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,156.0,1152.0,4.0,15.76
James,Conner,RB,ARI,2023.0,201.5,66.2,30.0,False,3.0,13.0,0.0,0.0,0.0,0.0,0.0,208.0,1040.0,7.0,27.0,33.0,165.0,2.0,15.5
Mike,Evans,WR,TB,2023.0,319.0,67.6,32.0,False,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,155.0,1450.0,14.0,16.79
Rachaad,White,RB,TB,2023.0,295.5,68.1,26.0,False,3.0,19.0,0.0,0.0,0.0,0.0,0.0,299.0,1117.0,6.0,69.0,78.0,588.0,4.0,15.55
Alvin,Kamara,RB,NO,2023.0,233.0,69.2,30.0,False,3.0,13.0,0.0,0.0,0.0,0.0,0.0,180.0,694.0,5.0,75.0,86.0,466.0,1.0,17.92
Dallas,Goedert,TE,PHI,2023.0,148.40001,69.7,30.0,False,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,89.0,613.0,4.0,9.89
George,Pickens,WR,PIT,2023.0,218.3,70.0,24.0,False,2.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,68.0,117.0,1190.0,5.0,12.13
Marquise,Brown,WR,ARI,2023.0,134.7,72.5,28.0,False,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,51.0,101.0,574.0,4.0,10.36
Javonte,Williams,RB,DEN,2023.0,179.2,72.8,25.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,217.0,774.0,3.0,47.0,58.0,228.0,2.0,11.2
Jahan,Dotson,WR,WAS,2023.0,124.799995,73.1,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,83.0,518.0,4.0,7.34
Kyle,Pitts,TE,ATL,2023.0,137.3,74.6,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,53.0,90.0,667.0,3.0,8.08
D'Andre,Swift,RB,PHI,2023.0,209.9,75.9,26.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,239.0,1083.0,5.0,43.0,53.0,246.0,1.0,12.35
Deshaun,Watson,QB,CLE,2023.0,86.8,76.2,30.0,False,1.0,6.0,105.0,171.0,1115.0,7.0,4.0,26.0,142.0,1.0,0.0,0.0,0.0,0.0,14.47
David,Montgomery,RB,DET,2023.0,248.0,76.8,28.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,258.0,1198.0,15.0,22.0,31.0,162.0,0.0,14.59
James,Cook,RB,BUF,2023.0,257.3,77.6,26.0,False,2.0,19.0,0.0,0.0,0.0,0.0,0.0,273.0,1262.0,2.0,52.0,63.0,471.0,4.0,13.54
Jordan,Addison,WR,MIN,2023.0,221.3,78.4,23.0,True,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,70.0,108.0,911.0,10.0,13.02
Isiah,Pacheco,RB,KC,2023.0,279.2,79.2,26.0,False,7.0,18.0,0.0,0.0,0.0,0.0,0.0,286.0,1248.0,10.0,56.0,61.0,304.0,2.0,15.51
Dak,Prescott,QB,DAL,2023.0,373.46,82.2,32.0,False,4.0,18.0,451.0,650.0,4919.0,39.0,11.0,61.0,287.0,2.0,0.0,0.0,0.0,0.0,20.75
Jaxon,Smith-Njigba,WR,SEA,2023.0,149.8,83.0,23.0,True,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,93.0,628.0,4.0,8.81
Tua,Tagovailoa,QB,MIA,2023.0,284.82,84.9,27.0,False,1.0,18.0,408.0,599.0,4823.0,30.0,15.0,38.0,99.0,0.0,0.0,0.0,0.0,0.0,15.82
Brandin,Cooks,WR,DAL,2023.0,184.5,85.1,32.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,60.0,89.0,704.0,8.0,10.85
Courtland,Sutton,WR,DEN,2023.0,190.2,87.0,30.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,772.0,10.0,11.89
Evan,Engram,TE,JAX,2023.0,230.3,87.9,31.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,143.0,963.0,4.0,13.55
Treylon,Burks,WR,TEN,2023.0,39.9,88.7,25.0,False,1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,16.0,30.0,221.0,0.0,4.43
Antonio,Gibson,RB,WAS,2023.0,127.4,88.9,27.0,False,3.0,16.0,0.0,0.0,0.0,0.0,0.0,65.0,265.0,1.0,48.0,59.0,389.0,2.0,7.96
Gabe,Davis,WR,BUF,2023.0,161.40001,89.5,26.0,False,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,45.0,81.0,746.0,7.0,10.09
Michael,Thomas,WR,NO,2023.0,89.8,91.0,32.0,False,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,64.0,448.0,1.0,8.98
JuJu,Smith-Schuster,WR,NE,2023.0,61.0,93.3,29.0,False,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0,260.0,1.0,5.55
Brian,Robinson,RB,WAS,2023.0,198.1,94.2,26.0,False,3.0,15.0,0.0,0.0,0.0,0.0,0.0,178.0,733.0,5.0,36.0,43.0,368.0,4.0,13.21
Khalil,Herbert,RB,CHI,2023.0,112.5,94.4,27.0,False,6.0,12.0,0.0,0.0,0.0,0.0,0.0,132.0,611.0,2.0,20.0,31.0,134.0,1.0,9.38
Quentin,Johnston,WR,LAC,2023.0,94.0,96.1,24.0,True,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,38.0,67.0,431.0,2.0,5.53
Pat,Freiermuth,TE,PIT,2023.0,89.4,96.1,27.0,False,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,384.0,2.0,7.45
Elijah,Moore,WR,CLE,2023.0,135.3,97.2,25.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,61.0,106.0,652.0,2.0,7.96
Rashaad,Penny,RB,PHI,2023.0,4.8,97.3,29.0,False,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,0.0,1.0,1.0,5.0,0.0,1.6
Samaje,Perine,RB,DEN,2023.0,121.3,99.3,30.0,False,4.0,17.0,0.0,0.0,0.0,0.0,0.0,53.0,238.0,1.0,50.0,56.0,455.0,0.0,7.14
Kirk,Cousins,QB,MIN,2023.0,149.74,99.4,37.0,False,4.0,8.0,216.0,311.0,2331.0,18.0,5.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,18.72
Zay,Flowers,WR,BAL,2023.0,235.40001,100.0,25.0,True,1.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,1.0,86.0,121.0,1014.0,6.0,13.08
Kadarius,Toney,WR,KC,2023.0,53.0,100.0,26.0,False,1.0,13.0,0.0,1.0,0.0,0.0,0.0,11.0,31.0,0.0,27.0,38.0,169.0,1.0,4.08
Rashod,Bateman,WR,BAL,2023.0,84.6,102.0,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,36.0,62.0,408.0,1.0,4.98
Aaron,Rodgers,QB,NYJ,2023.0,0.0,103.6,41.0,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David,Njoku,TE,CLE,2023.0,217.5,103.8,29.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,134.0,975.0,6.0,12.79
Daniel,Jones,QB,NYG,2023.0,56.96,103.9,28.0,False,1.0,6.0,108.0,160.0,909.0,2.0,6.0,40.0,206.0,1.0,0.0,0.0,0.0,0.0,9.49
Jamaal,Williams,RB,NO,2023.0,60.8,104.2,30.0,False,4.0,13.0,0.0,0.0,0.0,0.0,0.0,106.0,306.0,1.0,18.0,20.0,62.0,0.0,4.68
Zach,Charbonnet,RB,SEA,2023.0,106.1,107.2,24.0,True,2.0,16.0,0.0,0.0,0.0,0.0,0.0,108.0,462.0,1.0,33.0,40.0,209.0,0.0,6.63
Skyy,Moore,WR,KC,2023.0,53.7,109.1,25.0,False,2.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,21.0,38.0,244.0,1.0,4.13
Jakobi,Meyers,WR,LV,2023.0,218.58,109.4,29.0,False,0.0,16.0,2.0,3.0,12.0,1.0,0.0,4.0,24.0,2.0,71.0,106.0,807.0,8.0,13.66
Geno,Smith,QB,SEA,2023.0,227.26,109.9,35.0,False,2.0,15.0,323.0,499.0,3624.0,20.0,9.0,37.0,155.0,1.0,1.0,1.0,-2.0,0.0,15.15
Damien,Harris,RB,BUF,2023.0,19.0,110.6,28.0,False,3.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,94.0,1.0,2.0,2.0,16.0,0.0,3.17
Jerick,McKinnon,RB,KC,2023.0,87.86,111.3,33.0,False,3.0,13.0,1.0,1.0,4.0,1.0,0.0,21.0,60.0,1.0,27.0,34.0,207.0,4.0,6.76
Nico,Collins,WR,HOU,2023.0,294.2,113.1,26.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,91.0,126.0,1461.0,9.0,17.31
Elijah,Mitchell,RB,SF,2023.0,55.0,115.1,27.0,False,6.0,13.0,0.0,0.0,0.0,0.0,0.0,81.0,296.0,3.0,6.0,8.0,14.0,0.0,4.23
Allen,Lazard,WR,NYJ,2023.0,60.100002,115.3,29.0,False,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,49.0,311.0,1.0,4.62
Dalton,Schultz,TE,HOU,2023.0,170.5,117.4,29.0,False,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,97.0,715.0,6.0,10.03
De'Von,Achane,RB,MIA,2023.0,196.7,117.8,24.0,True,3.0,12.0,0.0,0.0,0.0,0.0,0.0,109.0,809.0,8.0,30.0,43.0,218.0,3.0,16.39
Jaylen,Warren,RB,PIT,2023.0,203.8,119.8,27.0,False,0.0,18.0,0.0,0.0,0.0,0.0,0.0,157.0,822.0,4.0,63.0,76.0,386.0,0.0,11.32
Odell,Beckham,WR,BAL,2023.0,114.9,120.1,33.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,71.0,599.0,3.0,7.18
Jameson,Williams,WR,DET,2023.0,110.4,120.3,24.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0,2.0,30.0,51.0,433.0,3.0,7.36
Jared,Goff,QB,DET,2023.0,338.88,122.6,31.0,False,1.0,20.0,484.0,716.0,5412.0,34.0,12.0,41.0,24.0,2.0,0.0,0.0,0.0,0.0,16.94
Raheem,Mostert,RB,MIA,2023.0,271.7,122.8,33.0,False,0.0,16.0,0.0,0.0,0.0,0.0,0.0,217.0,1045.0,18.0,26.0,34.0,172.0,3.0,16.98
Rondale,Moore,WR,ARI,2023.0,105.0,123.2,25.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,28.0,178.0,1.0,40.0,62.0,352.0,1.0,6.18
Tyler,Allgeier,RB,ATL,2023.0,137.6,125.0,25.0,False,5.0,17.0,0.0,0.0,0.0,0.0,0.0,186.0,683.0,4.0,18.0,23.0,193.0,1.0,8.09
Anthony,Richardson,QB,IND,2023.0,72.68,125.5,23.0,True,1.0,4.0,50.0,84.0,577.0,3.0,1.0,25.0,136.0,4.0,0.0,0.0,0.0,0.0,18.17
Adam,Thielen,WR,CAR,2023.0,231.0,126.3,35.0,False,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,103.0,137.0,1014.0,4.0,13.59
Romeo,Doubs,WR,GB,2023.0,213.8,127.7,25.0,False,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,108.0,908.0,9.0,11.25
Darnell,Mooney,WR,CHI,2023.0,78.9,127.8,28.0,False,5.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,31.0,61.0,414.0,1.0,5.64
Russell,Wilson,QB,DEN,2023.0,256.9,129.9,36.0,False,3.0,15.0,297.0,447.0,3070.0,26.0,8.0,80.0,341.0,3.0,0.0,0.0,0.0,0.0,17.13
Tyler,Boyd,WR,CIN,2023.0,144.8,130.4,31.0,False,2.0,17.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,0.0,67.0,98.0,667.0,2.0,8.52
Devin,Singletary,RB,HOU,2023.0,195.34,130.7,28.0,False,3.0,19.0,1.0,1.0,6.0,1.0,0.0,238.0,986.0,5.0,38.0,47.0,245.0,0.0,10.28
Kenneth,Gainwell,RB,PHI,2023.0,100.68,131.1,26.0,False,5.0,17.0,1.0,1.0,17.0,0.0,0.0,88.0,367.0,2.0,32.0,39.0,193.0,0.0,5.92
Zay,Jones,WR,JAX,2023.0,78.1,131.1,30.0,False,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,64.0,321.0,2.0,8.68
Greg,Dulcich,TE,DEN,2023.0,5.5,131.4,25.0,False,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,25.0,0.0,2.75
Tyler,Higbee,TE,LA,2023.0,108.5,131.6,32.0,False,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,71.0,495.0,2.0,6.78
Cordarrelle,Patterson,RB,ATL,2023.0,36.9,132.4,34.0,False,1.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,181.0,0.0,9.0,12.0,38.0,1.0,3.08
Jeff,Wilson,RB,MIA,2023.0,42.9,133.2,30.0,False,0.0,10.0,0.0,0.0,0.0,0.0,0.0,41.0,188.0,0.0,15.0,19.0,91.0,0.0,4.29
D'Onta,Foreman,RB,CHI,2023.0,91.2,137.1,29.0,False,3.0,9.0,0.0,0.0,0.0,0.0,0.0,109.0,425.0,4.0,11.0,16.0,77.0,1.0,10.13
Tank,Bigsby,RB,JAX,2023.0,24.8,137.7,23.0,True,3.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,132.0,2.0,1.0,4.0,6.0,0.0,1.91
Michael,Gallup,WR,DAL,2023.0,104.1,144.6,29.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,63.0,521.0,2.0,6.12
